0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.2153968742185297,1.8629565213159176,0.594610966003831,-0.3771746713659818,0.4518974366751847,0.3027268228209451,0.16453412421902325,-0.03207759588063471,0.3304199743976305,5.9135462501260686e-15,4.711439247325276e-16,-0.050610927550123225,0.8037570791739177,-0.7161364646380525,-0.24260996292861045,0.4941707569600434
-1.1548920380977452,2.0404310931365988,0.6120886970201139,-0.34537700992474696,0.28735805387573476,0.2646643843729718,0.19915970712770806,0.043582182783092144,0.4149634939422846,7.377931097385861e-15,-1.2488992716528868e-15,-0.26313964863819556,1.0031212122368156,-0.6697709987695636,-0.018498203949006416,0.32287668593200725
-1.1913681978719803,2.4604828479293555,0.6850611775899275,-0.3178599576009349,0.0012329382160132438,0.22398869387529313,0.3610675697736958,0.2828864272939556,0.6107781476382951,1.2150741389847142e-14,-7.627477862166862e-16,-0.6030020789546677,1.5264186111557199,-0.5613199417941734,0.4058080170628411,0.061571207101886155
-1.2662303992858506,2.079493140066993,0.6521244430392922,-0.37432871621510366,0.2719189672076882,0.3621360315044224,0.20608480855907244,0.04291614995214058,0.3758704400204099,6.5605400332723535e-15,2.224962568255217e-16,-0.22018330999380029,0.900884597786571,-0.6625307956409909,-0.006377352431024131,0.3170528775017766
-1.0932265684803486,1.772857919694598,0.5518253466573674,-0.35130200206804074,0.47257607547860064,0.244779212766419,0.10656905333323213,-0.092644879190978,0.31808392962373205,5.8104896139358065e-15,4.1368546326337454e-16,-0.06999678950884713,0.7482644185532187,-0.7375594040861408,-0.2840099153535859,0.4920269344851139
-0.8306282058453542,-0.6679150202910293,0.286747156255018,-1.0825094654095622,-0.14255992214215293,0.592003403810012,-0.6204938490670914,-0.14574279015382896,0.48973574103953194,9.67756536212775e-15,8.862060239712445e-16,-0.0113238114458495,0.4718375612958867,-0.2832673341556679,0.08467918743915166,-1.0200797440214509
-0.7782334110962351,-0.5268344434018857,0.273985559299329,-1.0509542329695725,-0.18340149541509448,0.4305978637597276,-0.49288684987186676,0.020291897037065028,0.6564283541883518,1.3070388654373159e-14,1.4983854583218027e-15,-0.14157409764155426,0.9592315333526246,-0.2426177815265178,0.19923221727507892,-1.0360175478875289
-0.7239465098128504,-0.3588759725024191,0.2644767294491493,-1.0163818537047304,-0.2425789599594148,0.2620494191139084,-0.35414941116617865,0.20301201837393062,0.8383344929517329,1.6927556145817863e-14,6.760970877396627e-16,-0.2963014639363743,1.487480877144567,-0.194900705280367,0.34171245258914057,-1.0688506736626269
-0.6820602128047193,-0.3109236445557234,0.24322188630235692,-0.9967437405830016,-0.2250461948764628,0.13692725258975977,-0.2715477215948671,0.3039312310357556,0.9442311965429984,1.8720964971180625e-14,-4.09957286131976e-16,-0.34157710324683016,1.8079098664771849,-0.1790698398159867,0.36248345660283604,-1.033019789858716
-0.6461839460536345,-1.6960242886210015,0.9346050354319512,-1.264722772604852,0.3300664857353958,-0.22263617719473297,-0.5092126139925622,-0.809348357571045,-0.5868687845801737,-1.213478666987512e-14,3.613577096854076e-15,0.5184214704754317,-1.0442313144558784,0.28881382908615416,1.3011440546455966,0.2166426222146831
