0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.4239876911215807,-0.3285281095280374,1.2419601680623433,0.19052337782747925,1.9635626090824474,-0.15127080668230541,-0.046987777926411706,0.15834837887879163,-1.1034777650884994e-14,-5.342783621630388e-16,-0.7500330467836713,-0.28500508614102377,-0.5803988015820085,-0.2821325884835001,-0.31207576807848136,0.8936948298684972
-1.39853742563385,-0.39923583994789086,1.4247778588490327,0.08884536203682775,1.8974026732479643,-0.13382194615096887,-0.03388663342717447,0.2941939198228387,-2.1273432249657615e-14,1.30295970153413e-16,-1.0026902291826463,-0.532062816544901,-0.33904160062590627,-0.17036883424598948,0.00955226365769695,0.8053428361206595
-1.5049418968811379,-0.509609963031907,1.7409410529724534,-0.07502924699869272,1.8885517835456764,-0.09232386728973437,-0.01091178853817519,0.5571066914772544,-4.472962996523833e-14,2.551885739128108e-16,-1.3419019456402097,-1.0637555760079138,0.01902173261586858,-0.08306639858176813,0.3056998824931043,0.9257608854823677
-1.4943731191256004,-0.35703082038874767,1.4654485216464377,0.050813999901319316,1.9701976584470577,-0.07255926498126286,-0.031159449710441316,0.24041419736923167,-1.808437467138604e-14,-1.1871542681003176e-15,-0.930061362218335,-0.4308767910454468,-0.33561489840515674,-0.12795494554499168,-0.14179031520355306,0.975567159002179
-1.297660018184575,-0.3427520421923042,1.1825626220293854,0.22534316802960863,1.8819364021100606,-0.19352860523718768,-0.051315018899046085,0.14389616726174823,-8.278148845098963e-15,-3.2060978639974033e-16,-0.7888476741091902,-0.23182495760009614,-0.600279444553983,-0.2709841104805541,-0.1586407771891827,0.6749867266688682
-1.222415725894763,1.130775596284406,-0.3789875681263317,-0.7828256231784567,0.8889126119311594,-0.4529836725836194,0.45780143792049,0.19200104237853258,-5.791449696478587e-15,-7.866583729821738e-17,-0.7238645015499816,-0.20123909247541888,-0.06583916363271977,1.0962695425895186,0.028980000016521092,-0.7611730103463273
-1.2383336436000463,1.0250188279267023,-0.30012240613356983,-0.7881272428109242,0.854000965108275,-0.5205682048670605,0.4641331024836337,0.4151527928644881,-2.7297688607215128e-14,1.6942541966346773e-16,-0.9129094395630376,-0.6779179788161747,0.043529637174833234,0.9874170960538462,0.19473420673995762,-0.7589982760086962
-1.2540283481728014,0.9098357786025901,-0.2234788220468135,-0.7874145246760259,0.8161775111215375,-0.5986154881410822,0.47038692770660195,0.6576740248980254,-5.1122438438524266e-14,1.0906712695990687e-15,-1.1121399507831433,-1.1977438389545123,0.15227507132504228,0.8592992167489094,0.3672316697967036,-0.7578509315064558
-1.2512314743507023,0.8407876533290221,-0.24629767436860067,-0.7387692242244366,0.79498979441599,-0.6783965777695741,0.46936235796930875,0.7991885191384981,-6.505908826621217e-14,1.749082699040418e-15,-1.1820345058907626,-1.5142650782921803,0.1403703036221686,0.711412064449981,0.41094423122050655,-0.7662407259463764
-0.7274367561565477,1.7368107242320627,-1.1475407522376977,-0.013202068629608451,0.31658226506991993,-1.7790226579289887,-0.38178391283863294,-0.8613314033293877,3.2200170564825505e-14,2.4953234890572586e-15,0.56541555239573,0.7929750178937132,0.6189048685884254,0.12450127361526757,0.1396287889312695,0.2098480261991954
