0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-1.3112249437728813,1.799561089141135,0.5424529791650884,-0.4900427108742988,-0.381995310208911,-0.013987809167924524,0.20663051789373654,0.03289344819153265,0.2926472950793441,-0.011833506037870669,2.663629448899321e-15,2.6659436747935593e-15,0.889808082118739,-0.6754622600943221,0.6509105239091683,-0.12054120651925757,0.2577258129485545,0.75664065894287
-1.2844114802879005,1.9751966100843432,0.5426520386112482,-0.42863431967603616,-0.22668916973350003,-0.04423029689120309,0.2425478052772296,0.11135961998763634,0.39487187402660134,-0.2417687103478872,2.572016610083086e-15,1.5985239434881383e-15,1.0856824905169673,-0.6093253096523331,0.3312292315095436,0.04706310580050825,-0.05096014412564461,0.6575138433479774
-1.3873523491750523,2.385314946569063,0.5817901021730576,-0.3524010088529525,0.04873515096187514,-0.10693433089180199,0.4181859190395491,0.362395839599941,0.630429701680405,-0.6132334462047639,2.849688518225155e-15,1.1223646278903847e-15,1.6077748505960328,-0.44765504473796147,-0.1622847505518533,0.3509869024286145,-0.3284600987975138,0.6773504111763663
-1.3874583872367248,2.017211349862145,0.5897561915028892,-0.4700973865228716,-0.25137438868116074,-0.13234802794224448,0.24976578398691823,0.10582859568509805,0.35717494001915945,-0.19436423164289102,2.9202743583386617e-15,1.4099762192777688e-15,0.9777646934616014,-0.6098993385461342,0.3526644136130856,0.04732540934418908,0.1434004722132055,0.8117573782612837
-1.1864950832611008,1.7141404266255136,0.49963907382219874,-0.45826043928102816,-0.38289981150231905,0.03635303162292181,0.14321286453061208,-0.02780723417231928,0.2749957312302374,-0.03426363749216688,2.060731914657836e-15,2.268804746406618e-15,0.8375438194847946,-0.7032671420023326,0.6298747567595994,-0.1381047094992738,0.05115481198305556,0.5899355415259232
-0.7530718094326131,-0.6997254781799149,0.2610917606990121,-1.0800174830812825,-0.0755865511134828,-0.6327135619045827,-0.6548875738777168,-0.10215653156600087,0.43478881874468145,-0.025519628028380485,3.664693905307895e-15,2.7063002313973363e-15,0.4192915333743523,-0.2583224610754957,-1.027388957010813,-0.2249248045081809,-0.3715449173136653,-0.2095699402991172
-0.7377421838232928,-0.5812302711761858,0.22242986339016368,-1.0181413663295158,0.035384850544553204,-0.49490696334532,-0.5152215988211317,0.07882735366812418,0.6139769483918481,-0.16507222573837513,4.521356672664752e-15,2.265654234189621e-15,0.9151762641881163,-0.17470245105705176,-1.1115542159406662,-0.14631829251671363,-0.5267031317015468,-0.2939126418424486
-0.7257929044887246,-0.4350449532011245,0.18476348934447376,-0.9492254201522159,0.16699068376767381,-0.358246045958239,-0.3633279305704491,0.277914403405164,0.8114102191441505,-0.3330085940849142,5.4409395404763084e-15,2.721536392596416e-15,1.4523914785684375,-0.07952150522793267,-1.2318710160906816,-0.04598657304026845,-0.7092144280816054,-0.3827815201300606
-0.7037851088128327,-0.40203735265065027,0.14844171653017676,-0.9130879023107387,0.21139820252693936,-0.23490178653023416,-0.27242829857040446,0.3899525499193774,0.9215174079578045,-0.3826505549071917,5.725218852119122e-15,2.4846859239791368e-15,1.780440189025721,-0.03590036476306616,-1.2133225665989305,-0.03264069947988906,-0.7751194696535416,-0.44495567996376995
-0.42081841993010705,-1.663488052291573,0.9538413969970158,-1.292955142600443,-0.08088330529570983,0.30530359966540543,-0.5328075200353202,-0.8719005864105684,-0.5973375666949429,0.49609163707440335,-2.9281997030823835e-15,-2.247413848608929e-15,-1.0697791970795838,0.23023705110511364,-0.30719244663611345,1.4385795597409858,-0.10424874613338006,0.48297244837181613
-0.325572502285277,-1.7870174005284516,0.833916083236437,-1.2389347729149056,-0.11194199961177435,0.6943818320119016,-0.35236501345092536,-0.6741501538809758,-0.4066867750253208,0.574046093442692,-1.225160078078171e-15,-5.823330094015119e-16,-0.3958254547717316,0.2705362603156953,0.04387407955266896,1.3030163371111343,-0.08474720241653476,0.3283491417950718
-0.17937952661358697,-1.97662261876863,0.6498426981450405,-1.1560188980249906,-0.1596139949562376,1.2915780789725582,-0.07540377849700362,-0.37062298036295716,-0.11405684150649946,0.6936984021730884,2.3199918014286414e-15,2.889914798409077e-15,0.6386262623135478,0.3323915235898662,0.5827261520755669,1.0949403229579164,-0.054814279550607053,0.09101780145412927
-0.12359080759304548,-2.0489778888944974,0.5795984315320845,-1.1243773610405934,-0.1778061108304802,1.5194742105666612,0.030287431668424483,-0.2547939391884799,-0.0023862973981182835,0.7393589340915991,3.457991780469425e-15,3.3336210811074322e-15,1.0333835064262105,0.3559961180438019,0.7883575562486824,1.0155364101832216,-0.043391573257379204,0.00044976013603329124
-0.2146613936217979,-2.0511435083456484,0.7097598562192637,-1.2294644599701425,-0.2646112795123114,1.0508210474927049,-0.2603002920656407,-0.5907016511396885,-0.3269605780599876,0.8071099499072082,3.125328385278602e-16,-1.4204508862652957e-15,0.000509583440194638,0.23655677376882492,0.5704919808286291,1.0304306877498612,0.08678680730713828,0.21306884155219652
-0.23360814534892485,-1.9374386413688818,0.721145604965276,-1.205954894030494,-0.18373381170311176,1.0218524346936442,-0.2249391476736879,-0.533963965892161,-0.2692312663337595,0.6936322525817415,1.650849214215651e-16,-1.4207196027114703e-16,0.11598559362002618,0.27822404052239746,0.41004826313585085,1.1220837040223357,-0.019055283217632894,0.2055299517464692
-0.24051289702712295,-1.8766767015211396,0.7216372010401649,-1.195112157201893,-0.1492840739953367,0.9994407215336556,-0.21225448438798597,-0.5047331508097175,-0.23688772321236412,0.6382413760455199,4.37021800765122e-16,5.461255338971155e-16,0.17520921448325208,0.29427475040758716,0.3287453438575822,1.1499019402628219,-0.07170738349978573,0.20383710301251223
-0.2459769837371006,-1.8902489381309076,0.7336963806826642,-1.1937907977860371,-0.13789726300411267,1.0195284044341382,-0.20157204263537046,-0.5088932209905459,-0.2473629005769594,0.6391914091811872,3.9603501394715215e-16,3.088050346308857e-16,0.1673871103747745,0.30421367698103624,0.3372548657098565,1.1897282795429214,-0.06845006839741063,0.1991328712090362
-0.2462550917688736,-1.8909397302450603,0.734310162068865,-1.1937235439729275,-0.13731770346177272,1.020550816092455,-0.20102833368490194,-0.5091049579177644,-0.2478960603004354,0.6392397634368023,-2.0186842314627772e-15,2.9060514701208662e-15,0.16698898529122444,0.3047195429114267,0.3376879785975685,1.1917553383027457,-0.06828427939367275,0.19889343784765157
1.347034161860572,-2.1630475941677876,-0.2450184752531271,-0.28078250965429485,-1.773166730606104,-1.2362342382671567,1.7974730557351275,-0.8678863221918574,1.824692727275607,-0.3482268097754196,9.253360999792601e-15,1.1375254015034912e-14,-0.8098877136590648,-0.5587441892815049,0.33943359951063345,-0.3646477010170248,0.19439880720331396,-0.10049289171179956
